id,car_id,driveline
1883,2010 Dodge Caliber Heat,Front-wheel drive
1884,2010 Dodge Caliber SE Fleet,Front-wheel drive
1885,2011 BMW 550i Gran Turismo,Rear-wheel drive
1886,2011 BMW 550i xDrive Gran Turismo,All-wheel drive
1887,2011 BMW 535i xDrive Gran Turismo,All-wheel drive
1888,2011 BMW 535i Gran Turismo,Rear-wheel drive
1889,2011 Dodge Challenger SE,Rear-wheel drive
1890,2011 Dodge Challenger R/T,Rear-wheel drive
1891,2011 Dodge Challenger SRT8,Rear-wheel drive
1892,2010 BMW 650i Convertible MT,Rear-wheel drive
1893,2010 Infiniti M M35,Rear-wheel drive
1894,2010 Infiniti M M35x,All-wheel drive
1895,2010 Infiniti M M45,Rear-wheel drive
1896,2010 Infiniti M M45x,All-wheel drive
1897,2010 Dodge Challenger SE,Rear-wheel drive
1898,2010 Dodge Challenger SRT8,Rear-wheel drive
1899,2010 Dodge Challenger R/T,Rear-wheel drive
1900,2011 Infiniti M M37,Rear-wheel drive
1901,2011 Infiniti M M37x,All-wheel drive
1902,2011 Infiniti M M56,Rear-wheel drive
1903,2011 Infiniti M M56x,All-wheel drive
1904,2011 Toyota Venza,Front-wheel drive
1905,2011 Toyota Venza AWD,All-wheel drive
1906,2011 Toyota Venza V6,Front-wheel drive
1907,2011 Toyota Venza V6 AWD,All-wheel drive
1908,2012 Infiniti M37,Rear-wheel drive
1909,2012 Infiniti M37x AWD,All-wheel drive
1910,2012 Infiniti M56,Rear-wheel drive
1911,2012 Infiniti M56x AWD,All-wheel drive
1912,2010 Cadillac STS,Rear-wheel drive
1913,2010 Cadillac STS AWD,All-wheel drive
1914,2010 Cadillac STS Luxury,Rear-wheel drive
1915,2010 Cadillac STS Luxury AWD,All-wheel drive
1916,2010 Cadillac STS Premium,Rear-wheel drive
1917,2010 Cadillac STS Luxury V8,Rear-wheel drive
1918,2010 Cadillac STS Performance V8,Rear-wheel drive
1919,2010 Cadillac STS Performance V8 AWD,All-wheel drive
1920,2011 Ford Expedition XL,Rear-wheel drive
1921,2011 Ford Expedition XL 4WD,All-wheel drive
1922,2011 Ford Expedition XLT,Rear-wheel drive
1923,2011 Ford Expedition XLT 4WD,All-wheel drive
1924,2011 Ford Expedition XL EL,Rear-wheel drive
1925,2011 Ford Expedition XL EL 4WD,All-wheel drive
1926,2011 Ford Expedition XLT EL,Rear-wheel drive
1927,2011 Ford Expedition XLT EL 4WD,All-wheel drive
1928,2011 Ford Expedition Limited,Rear-wheel drive
1929,2011 Ford Expedition Limited 4WD,All-wheel drive
1930,2011 Ford Expedition King Ranch,Rear-wheel drive
1931,2011 Ford Expedition King Ranch 4WD,All-wheel drive
1932,2011 Ford Expedition Limited EL,Rear-wheel drive
1933,2011 Ford Expedition Limited EL 4WD,All-wheel drive
1934,2011 Ford Expedition King Ranch EL,Rear-wheel drive
1936,2011 Dodge Charger SE,Rear-wheel drive
1937,2011 Dodge Charger R/T AWD,All-wheel drive
1938,2011 Dodge Charger R/T,Rear-wheel drive
1939,2011 Mazda Mazda6 i Sport,Front-wheel drive
1940,2011 Mazda Mazda6 i Sport AT,Front-wheel drive
1941,2011 Mazda Mazda6 i Touring,Front-wheel drive
1942,2011 Mazda Mazda6 i Touring Plus,Front-wheel drive
1943,2011 Mazda Mazda6 i Grand Touring,Front-wheel drive
1944,2011 Mazda Mazda6 s Touring Plus,Front-wheel drive
1945,2011 Mazda Mazda6 s Grand Touring,Front-wheel drive
1946,2011 GMC Acadia SL,Front-wheel drive
1947,2011 GMC Acadia SL AWD,All-wheel drive
1948,2011 GMC Acadia SLE,Front-wheel drive
1949,2011 GMC Acadia SLE AWD,All-wheel drive
1950,2011 GMC Acadia SLT-1,Front-wheel drive
1951,2011 GMC Acadia SLT-1 AWD,All-wheel drive
1952,2011 GMC Acadia SLT-2,Front-wheel drive
1953,2011 GMC Acadia SLT-2 AWD,All-wheel drive
1954,2011 GMC Acadia Denali,Front-wheel drive
1955,2011 GMC Acadia Denali AWD,All-wheel drive
1956,2010 Mazda Mazda6 i SV,Front-wheel drive
1957,2010 Mazda Mazda6 i Sport,Front-wheel drive
1958,2010 Mazda Mazda6 i Sport AT,Front-wheel drive
1959,2010 Mazda Mazda6 i Touring,Front-wheel drive
1960,2010 Mazda Mazda6 i Touring AT,Front-wheel drive
1961,2010 Mazda Mazda6 i Touring Plus,Front-wheel drive
1962,2010 Mazda Mazda6 i Grand Touring,Front-wheel drive
1963,2010 Mazda Mazda6 s Touring Plus,Front-wheel drive
1964,2010 Mazda Mazda6 s Grand Touring,Front-wheel drive
1965,2010 Dodge Charger Rallye,Rear-wheel drive
1966,2010 Dodge Charger Rallye AWD,All-wheel drive
1967,2010 Dodge Charger SXT Fleet AWD,All-wheel drive
1968,2010 Dodge Charger SRT8,Rear-wheel drive
1969,2010 Dodge Charger RT AWD,All-wheel drive
1970,2010 Dodge Charger RT,Rear-wheel drive
1971,2010 Dodge Charger RT Fleet AWD,All-wheel drive
1972,2010 Dodge Charger Fleet,All-wheel drive
1973,2010 Dodge Charger SXT Fleet,Rear-wheel drive
1974,2011 Dodge Durango Express,Rear-wheel drive
1975,2011 Dodge Durango Express AWD,All-wheel drive
1976,2011 Dodge Durango Heat AWD,All-wheel drive
1977,2011 Dodge Durango Heat,Rear-wheel drive
1978,2011 Dodge Durango Crew,Rear-wheel drive
1979,2010 Ford Expedition SSV,Rear-wheel drive
1980,2010 Ford Expedition SSV 4WD,All-wheel drive
1981,2010 Ford Expedition SSV EL,Rear-wheel drive
1982,2010 Ford Expedition SSV EL 4WD,All-wheel drive
1983,2010 Ford Expedition XLT,Rear-wheel drive
1984,2010 Ford Expedition XLT 4WD,All-wheel drive
1985,2010 Ford Expedition XLT EL,Rear-wheel drive
1986,2010 Ford Expedition XLT EL 4WD,All-wheel drive
1987,2010 Ford Expedition Limited,Rear-wheel drive
1988,2010 Ford Expedition Limited 4WD,All-wheel drive
1989,2010 Ford Expedition Limited EL,Rear-wheel drive
1990,2010 Ford Expedition Limited EL 4WD,All-wheel drive
1991,2010 Ford Expedition Eddie Bauer,Rear-wheel drive
1992,2010 Ford Expedition Eddie Bauer 4WD,All-wheel drive
1993,2010 Ford Expedition Eddie Bauer EL,Rear-wheel drive
1994,2010 Ford Expedition Eddie Bauer EL 4WD,All-wheel drive
1995,2010 Ford Expedition King Ranch,Rear-wheel drive
1996,2010 Ford Expedition King Ranch 4WD,All-wheel drive
1997,2010 Ford Expedition King Ranch EL,Rear-wheel drive
1998,2010 Ford Expedition King Ranch EL 4WD,All-wheel drive
1999,2011 Mazda MX-5 Miata Sport - Soft Top,Rear-wheel drive
2000,2011 Mazda MX-5 Miata Sport - Soft Top AT,Rear-wheel drive
2001,2011 Mazda MX-5 Miata Touring - Soft Top,Rear-wheel drive
2002,2011 Mazda MX-5 Miata Touring - Soft Top AT,Rear-wheel drive
2003,2011 Mazda MX-5 Miata Grand Touring - Soft Top,Rear-wheel drive
2004,2011 Mazda MX-5 Miata  Grand Touring - Soft Top AT,Rear-wheel drive
2005,2011 Mazda MX-5 Miata Touring - Power Retractable Hard Top,Rear-wheel drive
2006,2011 Mazda MX-5 Miata Touring - Power Retractable Hard Top AT,Rear-wheel drive
2007,2011 Mazda MX-5 Miata  Grand Touring - Power Retractable Hard Top,Rear-wheel drive
2008,2011 Mazda MX-5 Miata Grand Touring - Power Retractable Hard Top AT,Rear-wheel drive
2009,2011 Mazda MX-5 Miata Special Edition,Rear-wheel drive
2010,2011 Mazda MX-5 Miata  Special Edition AT,Rear-wheel drive
2011,2010 Mazda MX-5 Miata Sport,Rear-wheel drive
2012,2010 Mazda MX-5 Miata Sport AT,Rear-wheel drive
2013,2010 Mazda MX-5 Miata Touring,Rear-wheel drive
2014,2010 Mazda MX-5 MiataTouring AT,Rear-wheel drive
2015,2010 Mazda MX-5 Miata Grand Touring,Rear-wheel drive
2016,2010 Mazda MX-5 Miata Grand Touring AT,Rear-wheel drive
2017,2010 Mazda MX-5 Miata Touring - Power Retractable Hard Top,Rear-wheel drive
2018,2010 Mazda MX-5 Miata Touring - Power Retractable Hard Top AT,Rear-wheel drive
2019,2010 Mazda MX-5 Miata Grand Touring - Power Retractable Hard Top,Rear-wheel drive
2020,2010 Mazda MX-5 Miata Grand Touring - Power Retractable Hard Top AT,Rear-wheel drive
2021,2011 Mazda RX-8 Sport,Rear-wheel drive
2022,2011 Mazda RX-8 Sport AT,Rear-wheel drive
2023,2011 Mazda RX-8 Grand Touring,Rear-wheel drive
2024,2011 Mazda RX-8 Grand Touring AT,Rear-wheel drive
2025,2011 Mazda RX-8 R3,Rear-wheel drive
2026,2011 Infiniti G25,Rear-wheel drive
2027,2011 Infiniti G25 Journey,Rear-wheel drive
2028,2011 Infiniti G25x AWD,All-wheel drive
2029,2010 Mazda RX-8 Sport,Rear-wheel drive
2030,2010 Mazda RX-8 Sport AT,Rear-wheel drive
2031,2010 Mazda RX-8 Grand Touring,Rear-wheel drive
2032,2010 Mazda RX-8 Grand Touring AT,Rear-wheel drive
2033,2010 Mazda RX-8 R3,Rear-wheel drive
2034,2010 Toyota Venza,Front-wheel drive
2035,2010 Toyota Venza AWD,All-wheel drive
2036,2010 Toyota Venza V6,Front-wheel drive
2037,2010 Toyota Venza V6 AWD,All-wheel drive
2038,2011 Toyota Yaris 5-Door Liftback,Front-wheel drive
2039,2011 Toyota Yaris 5-Door Liftback AT,Front-wheel drive
2040,2012 Chevrolet Equinox LS,Front-wheel drive
2041,2012 Chevrolet Equinox LS AWD,All-wheel drive
2042,2012 Chevrolet Equinox 1LT,Front-wheel drive
2043,2012 Chevrolet Equinox 1LT AWD,All-wheel drive
2044,2012 Chevrolet Equinox 1LT V6,Front-wheel drive
2045,2012 Chevrolet Equinox 2LT,Front-wheel drive
2046,2012 Chevrolet Equinox 2LT AWD,All-wheel drive
2047,2012 Chevrolet Equinox 2LT V6,Front-wheel drive
2048,2012 Chevrolet Equinox 2LT V6 AWD,All-wheel drive
2049,2012 Chevrolet Equinox LTZ,Front-wheel drive
2050,2012 Chevrolet Equinox LTZ AWD,All-wheel drive
2051,2012 Chevrolet Equinox LTZ V6,Front-wheel drive
2052,2012 Chevrolet Equinox LTZ V6 AWD,All-wheel drive
2053,2012 Chevrolet Equinox 1LT V6 AWD,All-wheel drive
2054,2010 Toyota Yaris 5-Door Liftback,Front-wheel drive
2055,2010 Toyota Yaris 5-Door Liftback AT,Front-wheel drive
2056,2012 Nissan Altima Coupe 2.5 S 170 hp MT,Front-wheel drive
2057,2011 Toyota Yaris 3-Door Liftback,Front-wheel drive
2058,2011 Toyota Yaris 3-Door Liftback AT,Front-wheel drive
2059,2011 Nissan Armada SV,Rear-wheel drive
2060,2011 Chevrolet Equinox LS,Front-wheel drive
2061,2011 Chevrolet Equinox LS AWD,All-wheel drive
2062,2011 Chevrolet Equinox 1LT,Front-wheel drive
2063,2011 Chevrolet Equinox 1LT AWD,All-wheel drive
2064,2011 Chevrolet Equinox 1LT V6,Front-wheel drive
2065,2011 Chevrolet Equinox 1LT V6 AWD,All-wheel drive
2066,2011 Chevrolet Equinox 1LT FFV,Front-wheel drive
2067,2011 Chevrolet Equinox 1LT FFV AWD,All-wheel drive
2068,2011 Chevrolet Equinox 2LT,Front-wheel drive
2069,2011 Chevrolet Equinox 2LT AWD,All-wheel drive
2070,2011 Chevrolet Equinox 2LT V6,Front-wheel drive
2071,2011 Chevrolet Equinox 2LT V6 AWD,All-wheel drive
2072,2011 Chevrolet Equinox 2LT FFV,Front-wheel drive
2073,2011 Chevrolet Equinox 2LT FFV AWD,All-wheel drive
2074,2011 Chevrolet Equinox LTZ,Front-wheel drive
2075,2011 Chevrolet Equinox LTZ AWD,All-wheel drive
2076,2011 Chevrolet Equinox LTZ V6,Front-wheel drive
2077,2011 Chevrolet Equinox LTZ V6 AWD,All-wheel drive
2078,2011 Chevrolet Equinox LTZ FFV,Front-wheel drive
2079,2011 Chevrolet Equinox LTZ FFV AWD,All-wheel drive
2080,2010 Toyota Yaris 3-Door Liftback,Front-wheel drive
2081,2010 Toyota Yaris 3-Door Liftback AT,Front-wheel drive
2082,2011 Toyota Yaris Sedan,Front-wheel drive
2083,2011 Toyota Yaris Sedan AT,Front-wheel drive
2084,2012 Ford Transit Connect XLT Van,Front-wheel drive
2085,2012 Ford Transit Connect XL Van,Front-wheel drive
2086,2012 Ford Transit Connect XLT Premium Wagon,Front-wheel drive
2087,2012 Ford Transit Connect XLT Wagon,Front-wheel drive
2088,2011 Ford Transit Connect XL Van,Front-wheel drive
2089,2011 Ford Transit Connect XLT Van,Front-wheel drive
2090,2011 Ford Transit Connect XLT Wagon,Front-wheel drive
2091,2011 Ford Transit Connect XLT Premium Wagon,Front-wheel drive
2092,2010 Ford Transit Connect XLT Van,Front-wheel drive
2093,2010 Ford Transit Connect XL Van,Front-wheel drive
2094,2010 Ford Transit Connect XLT Wagon,Front-wheel drive
2095,2010 Ford Transit Connect XL Wagon,Front-wheel drive
2096,2011 Nissan Armada SV 4x4,All-wheel drive
2097,2011 Nissan Armada SL,Rear-wheel drive
2098,2010 Ford Crown Victoria LX Fleet,Rear-wheel drive
2099,2011 Nissan Armada SL 4x4,All-wheel drive
2100,2011 Nissan Armada Platinum FFV,Rear-wheel drive
2101,2011 Nissan Armada Platinum 4x4 FFV,All-wheel drive
2102,2011 Porsche 911 Carrera 4S Coupe,All-wheel drive
2103,2011 Porsche 911 Carrera Coupe,Rear-wheel drive
2104,2011 Porsche 911 Carrera S Coupe,Rear-wheel drive
2105,2011 Porsche 911 Carrera 4 Coupe,All-wheel drive
2106,2011 Porsche 911 Targa 4 Coupe,All-wheel drive
2107,2011 Porsche 911 Turbo Coupe,All-wheel drive
2108,2011 Porsche 911 Targa 4S Coupe,All-wheel drive
2109,2011 Porsche 911 Carrera GTS Coupe,Rear-wheel drive
2110,2009 Infiniti G37 Convertible,Rear-wheel drive
2111,2009 Infiniti G37 Convertible Sport 6MT,Rear-wheel drive
2112,2010 Nissan Armada SE FFV,Rear-wheel drive
2113,2010 Nissan Armada SE 4x4 FFV,All-wheel drive
2114,2010 Nissan Armada Titanium FFV,Rear-wheel drive
2115,2010 Nissan Armada Titanium 4x4 FFV,All-wheel drive
2116,2011 Mazda Tribute i Sport,Front-wheel drive
2117,2011 Mazda Tribute i Sport AT,Front-wheel drive
2118,2011 Mazda Tribute i Sport 4WD,All-wheel drive
2119,2011 Mazda Tribute i Touring,Front-wheel drive
2120,2011 Mazda Tribute i Touring 4WD,All-wheel drive
2121,2011 Mazda Tribute i Grand Touring,Front-wheel drive
2122,2011 Mazda Tribute i Grand Touring 4WD,All-wheel drive
2123,2011 Mazda Tribute s Grand Touring,Front-wheel drive
2124,2011 Mazda Tribute s Grand Touring 4WD,All-wheel drive
2125,2010 Nissan Armada Platinum FFV,Rear-wheel drive
2126,2010 Nissan Armada Platinum 4x4 FFV,All-wheel drive
2127,2010 Mazda Tribute i Sport,Front-wheel drive
2128,2010 Mazda Tribute i Sport AT,Front-wheel drive
2129,2010 Mazda Tribute i Sport 4WD,All-wheel drive
2130,2010 Mazda Tribute i Touring,Front-wheel drive
2131,2010 Mazda Tribute i Touring 4WD,All-wheel drive
2132,2010 Mazda Tribute i Grand Touring,Front-wheel drive
2133,2010 Mazda Tribute i Grand Touring 4WD,All-wheel drive
2134,2010 Mazda Tribute s Grand Touring,Front-wheel drive
2135,2010 Mazda Tribute s Grand Touring 4WD,All-wheel drive
2136,2010 Toyota Yaris Sedan,Front-wheel drive
2137,2010 Toyota Yaris Sedan AT,Front-wheel drive
2138,2012 Toyota Yaris 3-Door Liftback L,Front-wheel drive
2139,2012 Toyota Yaris 3-Door Liftback L AT,Front-wheel drive
2140,2012 Toyota Yaris 3-Door Liftback LE,Front-wheel drive
2141,2011 Porsche 911 Turbo Cabriolet,All-wheel drive
2142,2011 Porsche 911 Carrera 4 Cabriolet,All-wheel drive
2143,2011 Porsche 911 Carrera S Cabriolet,Rear-wheel drive
2144,2011 Porsche 911 Carrera 4S Cabriolet,All-wheel drive
2145,2011 Porsche 911 Carrera Cabriolet,Rear-wheel drive
2146,2011 Porsche 911 Carrera 4 GTS Cabriolet,All-wheel drive
2147,2011 Dodge Durango R/T,Rear-wheel drive
2148,2011 Dodge Durango Citadel AWD,All-wheel drive
2149,2011 Dodge Durango Crew AWD,All-wheel drive
2150,2011 Dodge Durango Citadel,Rear-wheel drive
2151,2011 Dodge Durango R/T AWD,All-wheel drive
2152,2011 Dodge Grand Caravan Mainstreet,Front-wheel drive
2153,2011 Dodge Grand Caravan Crew,Front-wheel drive
2154,2011 Dodge Grand Caravan Express,Front-wheel drive
2155,2011 Dodge Grand Caravan R/T,Front-wheel drive
2156,2011 Dodge Grand Caravan Cargo Van,Front-wheel drive
2157,2010 Jeep Commander Sport,Rear-wheel drive
2158,2010 Jeep Commander Sport 5.7L,Rear-wheel drive
2159,2010 Jeep Commander Sport 4x4,All-wheel drive
2160,2010 Jeep Commander Sport 5.7L 4x4,All-wheel drive
2161,2010 Jeep Commander Limited,Rear-wheel drive
2162,2010 Jeep Commander Limited 4x4,All-wheel drive
2163,2011 Jeep Compass Sport 4x2,Front-wheel drive
2164,2011 Jeep Compass Sport 4x4,All-wheel drive
2165,2010 GMC Acadia SL,Front-wheel drive
2166,2010 GMC Acadia SL AWD,All-wheel drive
2167,2010 GMC Acadia SLE,Front-wheel drive
2168,2010 GMC Acadia SLE AWD,All-wheel drive
2169,2010 GMC Acadia SLT-1,Front-wheel drive
2170,2010 GMC Acadia SLT-1 AWD,All-wheel drive
2171,2010 GMC Acadia SLT-2,Front-wheel drive
2172,2010 GMC Acadia SLT-2 AWD,All-wheel drive
2173,2011 GMC Canyon WT 2WD,Rear-wheel drive
2174,2011 GMC Canyon WT 2WD AT,Rear-wheel drive
2175,2011 GMC Canyon WT 4WD,All-wheel drive
2176,2011 GMC Canyon WT 2WD 3.7L,Rear-wheel drive
2177,2010 GMC Terrain SLE-2,Front-wheel drive
2178,2011 GMC Canyon WT 4WD 3.7L,All-wheel drive
2179,2010 GMC Terrain SLE-2 AWD,All-wheel drive
2180,2011 GMC Canyon Extended Cab WT 2WD,Rear-wheel drive
2181,2011 GMC Canyon Extended Cab WT 2WD AT,Rear-wheel drive
2182,2011 GMC Canyon Extended Cab WT 4WD,All-wheel drive
2183,2011 GMC Canyon Extended Cab WT 4WD AT,All-wheel drive
2184,2011 GMC Canyon Extended Cab WT 2WD 3.7L,Rear-wheel drive
2185,2010 GMC Terrain SLT-1,Front-wheel drive
2186,2011 GMC Canyon Extended Cab WT 4WD 3.7L,All-wheel drive
2187,2010 GMC Terrain SLT-1 AWD,All-wheel drive
2188,2011 GMC Canyon SLE 2WD,Rear-wheel drive
2189,2011 GMC Canyon SLE 2WD AT,Rear-wheel drive
2190,2011 GMC Canyon SLE 4WD,All-wheel drive
2191,2011 GMC Canyon SLE 4WD AT,All-wheel drive
2192,2011 GMC Canyon SLE 2WD 3.7L,Rear-wheel drive
2193,2010 GMC Terrain SLT-2,Front-wheel drive
2194,2011 GMC Canyon SLE 4WD 3.7L,All-wheel drive
2195,2010 GMC Terrain SLT-2 AWD,All-wheel drive
2196,2011 GMC Canyon Extended Cab SLE 2WD,Rear-wheel drive
2197,2011 GMC Canyon Extended Cab SLE 2WD AT,Rear-wheel drive
2198,2011 GMC Canyon Extended Cab SLE 4WD,All-wheel drive
2199,2011 GMC Canyon Extended Cab SLE 4WD AT,All-wheel drive
2200,2011 GMC Canyon Extended Cab SLE 2WD 3.7L,Rear-wheel drive
2201,2011 GMC Canyon Extended Cab SLE 2WD V8,Rear-wheel drive
2202,2011 GMC Canyon Extended Cab SLE 4WD 3.7L,All-wheel drive
2204,2011 GMC Canyon Crew Cab SLE 2WD,Rear-wheel drive
2205,2011 GMC Canyon Crew Cab SLE 2WD V8,Rear-wheel drive
2206,2011 GMC Canyon Crew Cab SLE 4WD,All-wheel drive
2207,2011 GMC Canyon Crew Cab SLE 4WD V8,All-wheel drive
2208,2011 GMC Canyon Crew Cab SLE 2WD 3.7L,Rear-wheel drive
2209,2010 GMC Terrain SLE-1 AWD,All-wheel drive
2210,2010 GMC Canyon WT 2WD,Rear-wheel drive
2211,2010 GMC Terrain SLE-1,Front-wheel drive
2212,2011 GMC Canyon Extended Cab SLT 2WD,Rear-wheel drive
2213,2011 GMC Canyon Extended Cab SLT 4WD,All-wheel drive
2214,2011 GMC Canyon Extended Cab SLT 2WD V8,Rear-wheel drive
2215,2011 GMC Canyon Extended Cab SLT 4WD V8,All-wheel drive
2216,2011 GMC Canyon Crew Cab SLT 2WD,Rear-wheel drive
2217,2011 GMC Canyon Crew Cab SLT 4WD,All-wheel drive
2218,2011 GMC Canyon Crew Cab SLT 2WD V8,Rear-wheel drive
2219,2011 GMC Canyon Crew Cab SLT 4WD V8,All-wheel drive
2220,2011 GMC Canyon WT 4WD AT,All-wheel drive
2221,2010 Infiniti G37 Convertible,Rear-wheel drive
2222,2010 Infiniti G37 Convertible Sport 6MT,Rear-wheel drive
2223,2010 Honda Pilot LX,Front-wheel drive
2224,2010 Honda Pilot LX 4WD,All-wheel drive
2225,2010 Honda Pilot EX,Front-wheel drive
2226,2010 Honda Pilot EX-L,Front-wheel drive
2227,2010 Honda Pilot EX-L 4WD,All-wheel drive
2228,2010 Honda Pilot Touring,Front-wheel drive
2229,2010 Honda Pilot Touring 4WD,All-wheel drive
2230,2012 Toyota Yaris 5-Door Liftback L,Front-wheel drive
2231,2012 Toyota Yaris 5-Door Liftback LE,Front-wheel drive
2232,2012 Toyota Yaris 5-Door Liftback SE,Front-wheel drive
2233,2012 Toyota Yaris 5-Door Liftback SE AT,Front-wheel drive
2234,2012 Toyota Highlander,Front-wheel drive
2235,2012 Toyota Highlander V6,Front-wheel drive
2236,2012 Toyota Highlander V6 4WD,All-wheel drive
2237,2012 Toyota Highlander SE,Front-wheel drive
2238,2012 Toyota Highlander SE V6,Front-wheel drive
2239,2012 Toyota Highlander SE V6 4WD,All-wheel drive
2240,2012 Toyota Highlander Limited,Front-wheel drive
2241,2012 Toyota Highlander Limited 4WD,All-wheel drive
2242,2010 Dodge Grand Caravan Crew,Front-wheel drive
2243,2010 Dodge Grand Caravan SXT,Front-wheel drive
2244,2010 Dodge Grand Caravan Cargo Van,Front-wheel drive
2245,2010 Dodge Grand Caravan SE,Front-wheel drive
2246,2010 Dodge Grand Caravan Hero,Front-wheel drive
2247,2010 Jeep Compass Sport,Front-wheel drive
2248,2010 Jeep Compass Sport 2.4L,Front-wheel drive
2249,2010 Jeep Compass Sport 4x4,All-wheel drive
2250,2010 Jeep Compass Sport Fleet,Front-wheel drive
2251,2010 Jeep Compass Sport Fleet 2.4L,Front-wheel drive
2252,2010 Jeep Compass Sport Fleet 4x4,All-wheel drive
2254,2010 Jeep Compass Limited 4x4,All-wheel drive
2255,2011 Dodge Journey Express,Front-wheel drive
2256,2011 Dodge Journey Crew AWD,All-wheel drive
2257,2011 Dodge Journey Mainstreet AWD,All-wheel drive
2258,2011 Dodge Journey Lux AWD,All-wheel drive
2259,2011 Infiniti G37 Convertible,Rear-wheel drive
2260,2011 Infiniti G37 Convertible Sport 6MT,Rear-wheel drive
2261,2010 Infiniti G37 Sedan,Rear-wheel drive
2262,2010 Infiniti G37 Sedan Journey,Rear-wheel drive
2263,2010 Infiniti G37x Sedan AWD,All-wheel drive
2264,2010 Infiniti G37 Sedan Sport 6MT,Rear-wheel drive
2265,2010 BMW 650i Coup MT,Rear-wheel drive
2266,2011 Infiniti G37 Sedan Journey,Rear-wheel drive
2267,2011 Infiniti G37x Sedan AWD,All-wheel drive
2268,2011 Infiniti G37 Sedan Sport 6MT,All-wheel drive
2269,2009 BMW 750i Sedan,Rear-wheel drive
2270,2009 BMW 750Li Sedan,Rear-wheel drive
2271,2010 BMW 750Li xDrive Sedan,All-wheel drive
2272,2010 BMW 750i xDrive Sedan,All-wheel drive
2273,2010 BMW 760Li Sedan,Rear-wheel drive
2274,2010 BMW 750Li Sedan,Rear-wheel drive
2275,2010 BMW 750i Sedan,Rear-wheel drive
2276,2010 Chevrolet Equinox LS,Front-wheel drive
2277,2010 Chevrolet Equinox LS AWD,All-wheel drive
2278,2010 Chevrolet Equinox 1LT,Front-wheel drive
2279,2010 Chevrolet Equinox 2LT,Front-wheel drive
2280,2010 Chevrolet Equinox 2LT AWD,All-wheel drive
2281,2010 Chevrolet Equinox LTZ,Front-wheel drive
2282,2010 Chevrolet Equinox LTZ AWD,All-wheel drive
2283,2010 Chevrolet Equinox 1LT AWD,All-wheel drive
2284,2011 BMW 750i xDrive Sedan,All-wheel drive
2285,2011 BMW 760Li Sedan,Rear-wheel drive
2286,2011 BMW 750Li Sedan,Rear-wheel drive
2287,2011 BMW 750Li xDrive Sedan,All-wheel drive
2288,2011 BMW 750i Sedan,Rear-wheel drive
2289,2011 BMW 740i Sedan,Rear-wheel drive
2290,2011 BMW 740Li Sedan,Rear-wheel drive
2292,2010 Dodge Journey SE,Front-wheel drive
2293,2010 Dodge Journey R/T Fleet AWD,All-wheel drive
2294,2010 Dodge Journey R/T AWD,All-wheel drive
