id,car_id,transmission
1969,2010 Dodge Charger SRT8,Automatic transmission
1970,2010 Dodge Charger RT AWD,Automatic transmission
1971,2010 Dodge Charger RT,Automatic transmission
1972,2010 Dodge Charger RT Fleet AWD,Automatic transmission
1973,2010 Dodge Charger Fleet,Automatic transmission
1974,2010 Dodge Charger SXT Fleet,Automatic transmission
1975,2011 Dodge Durango Express,Automatic transmission
1976,2011 Dodge Durango Express AWD,Automatic transmission
1977,2011 Dodge Durango Heat AWD,Automatic transmission
1978,2011 Dodge Durango Heat,Automatic transmission
1979,2011 Dodge Durango Crew,Automatic transmission
1980,2010 Ford Expedition SSV,Automatic transmission
1981,2010 Ford Expedition SSV 4WD,Automatic transmission
1982,2010 Ford Expedition SSV EL,Automatic transmission
1983,2010 Ford Expedition SSV EL 4WD,Automatic transmission
1984,2010 Ford Expedition XLT,Automatic transmission
1985,2010 Ford Expedition XLT 4WD,Automatic transmission
1986,2010 Ford Expedition XLT EL,Automatic transmission
1987,2010 Ford Expedition XLT EL 4WD,Automatic transmission
1988,2010 Ford Expedition Limited,Automatic transmission
1989,2010 Ford Expedition Limited 4WD,Automatic transmission
1990,2010 Ford Expedition Limited EL,Automatic transmission
1991,2010 Ford Expedition Limited EL 4WD,Automatic transmission
1992,2010 Ford Expedition Eddie Bauer,Automatic transmission
1993,2010 Ford Expedition Eddie Bauer 4WD,Automatic transmission
1994,2010 Ford Expedition Eddie Bauer EL,Automatic transmission
1995,2010 Ford Expedition Eddie Bauer EL 4WD,Automatic transmission
1996,2010 Ford Expedition King Ranch,Automatic transmission
1997,2010 Ford Expedition King Ranch 4WD,Automatic transmission
1998,2010 Ford Expedition King Ranch EL,Automatic transmission
1999,2010 Ford Expedition King Ranch EL 4WD,Automatic transmission
2000,2011 Mazda MX-5 Miata Sport - Soft Top,Manual transmission
2001,2011 Mazda MX-5 Miata Sport - Soft Top AT,Automatic transmission
2002,2011 Mazda MX-5 Miata Touring - Soft Top,Manual transmission
2003,2011 Mazda MX-5 Miata Touring - Soft Top AT,Automatic transmission
2004,2011 Mazda MX-5 Miata Grand Touring - Soft Top,Manual transmission
2005,2011 Mazda MX-5 Miata  Grand Touring - Soft Top AT,Automatic transmission
2006,2011 Mazda MX-5 Miata Touring - Power Retractable Hard Top,Manual transmission
2007,2011 Mazda MX-5 Miata Touring - Power Retractable Hard Top AT,Automatic transmission
2008,2011 Mazda MX-5 Miata  Grand Touring - Power Retractable Hard Top,Manual transmission
2009,2011 Mazda MX-5 Miata Grand Touring - Power Retractable Hard Top AT,Automatic transmission
2010,2011 Mazda MX-5 Miata Special Edition,Manual transmission
2011,2011 Mazda MX-5 Miata  Special Edition AT,Automatic transmission
2012,2010 Mazda MX-5 Miata Sport,Manual transmission
2013,2010 Mazda MX-5 Miata Sport AT,Automatic transmission
2014,2010 Mazda MX-5 Miata Touring,Manual transmission
2015,2010 Mazda MX-5 MiataTouring AT,Automatic transmission
2016,2010 Mazda MX-5 Miata Grand Touring,Manual transmission
2017,2010 Mazda MX-5 Miata Grand Touring AT,Automatic transmission
2018,2010 Mazda MX-5 Miata Touring - Power Retractable Hard Top,Manual transmission
2019,2010 Mazda MX-5 Miata Touring - Power Retractable Hard Top AT,Automatic transmission
2020,2010 Mazda MX-5 Miata Grand Touring - Power Retractable Hard Top,Manual transmission
2021,2010 Mazda MX-5 Miata Grand Touring - Power Retractable Hard Top AT,Automatic transmission
2022,2011 Mazda RX-8 Sport,Manual transmission
2023,2011 Mazda RX-8 Sport AT,Automatic transmission
2024,2011 Mazda RX-8 Grand Touring,Manual transmission
2025,2011 Mazda RX-8 Grand Touring AT,Automatic transmission
2026,2011 Mazda RX-8 R3,Manual transmission
2027,2011 Infiniti G25,Automatic transmission
2028,2011 Infiniti G25 Journey,Automatic transmission
2029,2011 Infiniti G25x AWD,Automatic transmission
2030,2010 Mazda RX-8 Sport,Manual transmission
2031,2010 Mazda RX-8 Sport AT,Automatic transmission
2032,2010 Mazda RX-8 Grand Touring,Manual transmission
2033,2010 Mazda RX-8 Grand Touring AT,Automatic transmission
2034,2010 Mazda RX-8 R3,Manual transmission
2035,2010 Toyota Venza,Automatic transmission
2036,2010 Toyota Venza AWD,Automatic transmission
2037,2010 Toyota Venza V6,Automatic transmission
2038,2010 Toyota Venza V6 AWD,Automatic transmission
2039,2011 Toyota Yaris 5-Door Liftback,Manual transmission
2040,2011 Toyota Yaris 5-Door Liftback AT,Automatic transmission
2041,2012 Chevrolet Equinox LS,Automatic transmission
2042,2012 Chevrolet Equinox LS AWD,Automatic transmission
2043,2012 Chevrolet Equinox 1LT,Automatic transmission
2044,2012 Chevrolet Equinox 1LT AWD,Automatic transmission
2045,2012 Chevrolet Equinox 1LT V6,Automatic transmission
2046,2012 Chevrolet Equinox 2LT,Automatic transmission
2047,2012 Chevrolet Equinox 2LT AWD,Automatic transmission
2048,2012 Chevrolet Equinox 2LT V6,Automatic transmission
2049,2012 Chevrolet Equinox 2LT V6 AWD,Automatic transmission
2050,2012 Chevrolet Equinox LTZ,Automatic transmission
2051,2012 Chevrolet Equinox LTZ AWD,Automatic transmission
2052,2012 Chevrolet Equinox LTZ V6,Automatic transmission
2053,2012 Chevrolet Equinox LTZ V6 AWD,Automatic transmission
2054,2012 Chevrolet Equinox 1LT V6 AWD,Automatic transmission
2055,2010 Toyota Yaris 5-Door Liftback,Manual transmission
2056,2010 Toyota Yaris 5-Door Liftback AT,Automatic transmission
2057,2012 Nissan Altima Coupe 2.5 S 170 hp MT,Manual transmission
2058,2011 Toyota Yaris 3-Door Liftback,Manual transmission
2059,2011 Toyota Yaris 3-Door Liftback AT,Automatic transmission
2060,2011 Nissan Armada SV,Automatic transmission
2061,2011 Chevrolet Equinox LS,Automatic transmission
2062,2011 Chevrolet Equinox LS AWD,Automatic transmission
2063,2011 Chevrolet Equinox 1LT,Automatic transmission
2064,2011 Chevrolet Equinox 1LT AWD,Automatic transmission
2065,2011 Chevrolet Equinox 1LT V6,Automatic transmission
2066,2011 Chevrolet Equinox 1LT V6 AWD,Automatic transmission
2067,2011 Chevrolet Equinox 1LT FFV,Automatic transmission
2068,2011 Chevrolet Equinox 1LT FFV AWD,Automatic transmission
2069,2011 Chevrolet Equinox 2LT,Automatic transmission
2070,2011 Chevrolet Equinox 2LT AWD,Automatic transmission
2071,2011 Chevrolet Equinox 2LT V6,Automatic transmission
2072,2011 Chevrolet Equinox 2LT V6 AWD,Automatic transmission
2073,2011 Chevrolet Equinox 2LT FFV,Automatic transmission
2074,2011 Chevrolet Equinox 2LT FFV AWD,Automatic transmission
2075,2011 Chevrolet Equinox LTZ,Automatic transmission
2076,2011 Chevrolet Equinox LTZ AWD,Automatic transmission
2077,2011 Chevrolet Equinox LTZ V6,Automatic transmission
2078,2011 Chevrolet Equinox LTZ V6 AWD,Automatic transmission
2079,2011 Chevrolet Equinox LTZ FFV,Automatic transmission
2080,2011 Chevrolet Equinox LTZ FFV AWD,Automatic transmission
2081,2010 Toyota Yaris 3-Door Liftback,Manual transmission
2082,2010 Toyota Yaris 3-Door Liftback AT,Automatic transmission
2083,2011 Toyota Yaris Sedan,Manual transmission
2084,2011 Toyota Yaris Sedan AT,Automatic transmission
2085,2012 Ford Transit Connect XLT Van,Automatic transmission
2086,2012 Ford Transit Connect XL Van,Automatic transmission
2087,2012 Ford Transit Connect XLT Premium Wagon,Automatic transmission
2088,2012 Ford Transit Connect XLT Wagon,Automatic transmission
2089,2011 Ford Transit Connect XL Van,Automatic transmission
2090,2011 Ford Transit Connect XLT Van,Automatic transmission
2091,2011 Ford Transit Connect XLT Wagon,Automatic transmission
2092,2011 Ford Transit Connect XLT Premium Wagon,Automatic transmission
2093,2010 Ford Transit Connect XLT Van,Automatic transmission
2094,2010 Ford Transit Connect XL Van,Automatic transmission
2095,2010 Ford Transit Connect XLT Wagon,Automatic transmission
2096,2010 Ford Transit Connect XL Wagon,Automatic transmission
2097,2011 Nissan Armada SV 4x4,Automatic transmission
2098,2011 Nissan Armada SL,Automatic transmission
2099,2010 Ford Crown Victoria LX Fleet,Automatic transmission
2100,2011 Nissan Armada SL 4x4,Automatic transmission
2101,2011 Nissan Armada Platinum FFV,Automatic transmission
2102,2011 Nissan Armada Platinum 4x4 FFV,Automatic transmission
2103,2011 Porsche 911 Carrera 4S Coupe,Manual transmission
2104,2011 Porsche 911 Carrera Coupe,Manual transmission
2105,2011 Porsche 911 Carrera S Coupe,Manual transmission
2106,2011 Porsche 911 Carrera 4 Coupe,Manual transmission
2107,2011 Porsche 911 Targa 4 Coupe,Manual transmission
2108,2011 Porsche 911 Turbo Coupe,Manual transmission
2109,2011 Porsche 911 Targa 4S Coupe,Manual transmission
2110,2011 Porsche 911 Carrera GTS Coupe,Manual transmission
2111,2009 Infiniti G37 Convertible,Automatic transmission
2112,2009 Infiniti G37 Convertible Sport 6MT,Manual transmission
2113,2010 Nissan Armada SE FFV,Automatic transmission
2114,2010 Nissan Armada SE 4x4 FFV,Automatic transmission
2115,2010 Nissan Armada Titanium FFV,Automatic transmission
2116,2010 Nissan Armada Titanium 4x4 FFV,Automatic transmission
2117,2011 Mazda Tribute i Sport,Manual transmission
2118,2011 Mazda Tribute i Sport AT,Automatic transmission
2119,2011 Mazda Tribute i Sport 4WD,Automatic transmission
2120,2011 Mazda Tribute i Touring,Automatic transmission
2121,2011 Mazda Tribute i Touring 4WD,Automatic transmission
2122,2011 Mazda Tribute i Grand Touring,Automatic transmission
2123,2011 Mazda Tribute i Grand Touring 4WD,Automatic transmission
2124,2011 Mazda Tribute s Grand Touring,Automatic transmission
2125,2011 Mazda Tribute s Grand Touring 4WD,Automatic transmission
2126,2010 Nissan Armada Platinum FFV,Automatic transmission
2127,2010 Nissan Armada Platinum 4x4 FFV,Automatic transmission
2128,2010 Mazda Tribute i Sport,Manual transmission
2129,2010 Mazda Tribute i Sport AT,Automatic transmission
2130,2010 Mazda Tribute i Sport 4WD,Automatic transmission
2131,2010 Mazda Tribute i Touring,Automatic transmission
2132,2010 Mazda Tribute i Touring 4WD,Automatic transmission
2133,2010 Mazda Tribute i Grand Touring,Automatic transmission
2134,2010 Mazda Tribute i Grand Touring 4WD,Automatic transmission
2135,2010 Mazda Tribute s Grand Touring,Automatic transmission
2136,2010 Mazda Tribute s Grand Touring 4WD,Automatic transmission
2137,2010 Toyota Yaris Sedan,Manual transmission
2138,2010 Toyota Yaris Sedan AT,Automatic transmission
2139,2012 Toyota Yaris 3-Door Liftback L,Manual transmission
2140,2012 Toyota Yaris 3-Door Liftback L AT,Automatic transmission
2141,2012 Toyota Yaris 3-Door Liftback LE,Automatic transmission
2142,2011 Porsche 911 Turbo Cabriolet,Manual transmission
2143,2011 Porsche 911 Carrera 4 Cabriolet,Manual transmission
2144,2011 Porsche 911 Carrera S Cabriolet,Manual transmission
2145,2011 Porsche 911 Carrera 4S Cabriolet,Manual transmission
2146,2011 Porsche 911 Carrera Cabriolet,Manual transmission
2147,2011 Porsche 911 Carrera 4 GTS Cabriolet,Manual transmission
2148,2011 Dodge Durango R/T,Automatic transmission
2149,2011 Dodge Durango Citadel AWD,Automatic transmission
2150,2011 Dodge Durango Crew AWD,Automatic transmission
2151,2011 Dodge Durango Citadel,Automatic transmission
2152,2011 Dodge Durango R/T AWD,Automatic transmission
2153,2011 Dodge Grand Caravan Mainstreet,Automatic transmission
2154,2011 Dodge Grand Caravan Crew,Automatic transmission
2155,2011 Dodge Grand Caravan Express,Automatic transmission
2156,2011 Dodge Grand Caravan R/T,Automatic transmission
2157,2011 Dodge Grand Caravan Cargo Van,Automatic transmission
2158,2010 Jeep Commander Sport,Automatic transmission
2159,2010 Jeep Commander Sport 5.7L,Automatic transmission
2160,2010 Jeep Commander Sport 4x4,Automatic transmission
2161,2010 Jeep Commander Sport 5.7L 4x4,Automatic transmission
2162,2010 Jeep Commander Limited,Automatic transmission
2163,2010 Jeep Commander Limited 4x4,Automatic transmission
2164,2011 Jeep Compass Sport 4x2,Manual transmission
2165,2011 Jeep Compass Sport 4x4,Manual transmission
2166,2010 GMC Acadia SL,Automatic transmission
2167,2010 GMC Acadia SL AWD,Automatic transmission
2168,2010 GMC Acadia SLE,Automatic transmission
2169,2010 GMC Acadia SLE AWD,Automatic transmission
2170,2010 GMC Acadia SLT-1,Automatic transmission
2171,2010 GMC Acadia SLT-1 AWD,Automatic transmission
2172,2010 GMC Acadia SLT-2,Automatic transmission
2173,2010 GMC Acadia SLT-2 AWD,Automatic transmission
2174,2011 GMC Canyon WT 2WD,Manual transmission
2175,2011 GMC Canyon WT 2WD AT,Automatic transmission
2176,2011 GMC Canyon WT 4WD,Manual transmission
2177,2011 GMC Canyon WT 2WD 3.7L,Automatic transmission
2178,2010 GMC Terrain SLE-2,Automatic transmission
2179,2011 GMC Canyon WT 4WD 3.7L,Automatic transmission
2180,2010 GMC Terrain SLE-2 AWD,Automatic transmission
2181,2011 GMC Canyon Extended Cab WT 2WD,Manual transmission
2182,2011 GMC Canyon Extended Cab WT 2WD AT,Automatic transmission
2183,2011 GMC Canyon Extended Cab WT 4WD,Manual transmission
2184,2011 GMC Canyon Extended Cab WT 4WD AT,Automatic transmission
2185,2011 GMC Canyon Extended Cab WT 2WD 3.7L,Automatic transmission
2186,2010 GMC Terrain SLT-1,Automatic transmission
2187,2011 GMC Canyon Extended Cab WT 4WD 3.7L,Automatic transmission
2188,2010 GMC Terrain SLT-1 AWD,Automatic transmission
2189,2011 GMC Canyon SLE 2WD,Manual transmission
2190,2011 GMC Canyon SLE 2WD AT,Automatic transmission
2191,2011 GMC Canyon SLE 4WD,Manual transmission
2192,2011 GMC Canyon SLE 4WD AT,Automatic transmission
2193,2011 GMC Canyon SLE 2WD 3.7L,Automatic transmission
2194,2010 GMC Terrain SLT-2,Automatic transmission
2195,2011 GMC Canyon SLE 4WD 3.7L,Automatic transmission
2196,2010 GMC Terrain SLT-2 AWD,Automatic transmission
2197,2011 GMC Canyon Extended Cab SLE 2WD,Manual transmission
2198,2011 GMC Canyon Extended Cab SLE 2WD AT,Automatic transmission
2199,2011 GMC Canyon Extended Cab SLE 4WD,Manual transmission
2200,2011 GMC Canyon Extended Cab SLE 4WD AT,Automatic transmission
2201,2011 GMC Canyon Extended Cab SLE 2WD 3.7L,Automatic transmission
2202,2011 GMC Canyon Extended Cab SLE 2WD V8,Automatic transmission
2203,2011 GMC Canyon Extended Cab SLE 4WD 3.7L,Automatic transmission
2205,2011 GMC Canyon Crew Cab SLE 2WD,Automatic transmission
2206,2011 GMC Canyon Crew Cab SLE 2WD V8,Automatic transmission
2207,2011 GMC Canyon Crew Cab SLE 4WD,Automatic transmission
2208,2011 GMC Canyon Crew Cab SLE 4WD V8,Automatic transmission
2209,2011 GMC Canyon Crew Cab SLE 2WD 3.7L,Automatic transmission
2210,2010 GMC Terrain SLE-1 AWD,Automatic transmission
2211,2010 GMC Canyon WT 2WD,Manual transmission
2212,2010 GMC Terrain SLE-1,Automatic transmission
2213,2011 GMC Canyon Extended Cab SLT 2WD,Automatic transmission
2214,2011 GMC Canyon Extended Cab SLT 4WD,Automatic transmission
2215,2011 GMC Canyon Extended Cab SLT 2WD V8,Automatic transmission
2216,2011 GMC Canyon Extended Cab SLT 4WD V8,Automatic transmission
2217,2011 GMC Canyon Crew Cab SLT 2WD,Automatic transmission
2218,2011 GMC Canyon Crew Cab SLT 4WD,Automatic transmission
2219,2011 GMC Canyon Crew Cab SLT 2WD V8,Automatic transmission
2220,2011 GMC Canyon Crew Cab SLT 4WD V8,Automatic transmission
2221,2011 GMC Canyon WT 4WD AT,Automatic transmission
2222,2010 Infiniti G37 Convertible,Automatic transmission
2223,2010 Infiniti G37 Convertible Sport 6MT,Manual transmission
2224,2010 Honda Pilot LX,Automatic transmission
2225,2010 Honda Pilot LX 4WD,Automatic transmission
2226,2010 Honda Pilot EX,Automatic transmission
2227,2010 Honda Pilot EX-L,Automatic transmission
2228,2010 Honda Pilot EX-L 4WD,Automatic transmission
2229,2010 Honda Pilot Touring,Automatic transmission
2230,2010 Honda Pilot Touring 4WD,Automatic transmission
2231,2012 Toyota Yaris 5-Door Liftback L,Automatic transmission
2232,2012 Toyota Yaris 5-Door Liftback LE,Automatic transmission
2233,2012 Toyota Yaris 5-Door Liftback SE,Manual transmission
2234,2012 Toyota Yaris 5-Door Liftback SE AT,Automatic transmission
2235,2012 Toyota Highlander,Automatic transmission
2236,2012 Toyota Highlander V6,Automatic transmission
2237,2012 Toyota Highlander V6 4WD,Automatic transmission
2238,2012 Toyota Highlander SE,Automatic transmission
2239,2012 Toyota Highlander SE V6,Automatic transmission
2240,2012 Toyota Highlander SE V6 4WD,Automatic transmission
2241,2012 Toyota Highlander Limited,Automatic transmission
2242,2012 Toyota Highlander Limited 4WD,Automatic transmission
2243,2010 Dodge Grand Caravan Crew,Automatic transmission
2244,2010 Dodge Grand Caravan SXT,Automatic transmission
2245,2010 Dodge Grand Caravan Cargo Van,Automatic transmission
2246,2010 Dodge Grand Caravan SE,Automatic transmission
2247,2010 Dodge Grand Caravan Hero,Automatic transmission
2248,2010 Jeep Compass Sport,Manual transmission
2249,2010 Jeep Compass Sport 2.4L,Manual transmission
2250,2010 Jeep Compass Sport 4x4,Manual transmission
2251,2010 Jeep Compass Sport Fleet,Manual transmission
2252,2010 Jeep Compass Sport Fleet 2.4L,Manual transmission
2253,2010 Jeep Compass Sport Fleet 4x4,Manual transmission
2255,2010 Jeep Compass Limited 4x4,Manual transmission
2256,2011 Dodge Journey Express,Automatic transmission
2257,2011 Dodge Journey Crew AWD,Automatic transmission
2258,2011 Dodge Journey Mainstreet AWD,Automatic transmission
2259,2011 Dodge Journey Lux AWD,Automatic transmission
2260,2011 Infiniti G37 Convertible,Automatic transmission
2261,2011 Infiniti G37 Convertible Sport 6MT,Manual transmission
2262,2010 Infiniti G37 Sedan,Automatic transmission
2263,2010 Infiniti G37 Sedan Journey,Automatic transmission
2264,2010 Infiniti G37x Sedan AWD,Automatic transmission
2265,2010 Infiniti G37 Sedan Sport 6MT,Manual transmission
2266,2010 BMW 650i Coup MT,Manual transmission
2267,2011 Infiniti G37 Sedan Journey,Automatic transmission
2268,2011 Infiniti G37x Sedan AWD,Automatic transmission
2269,2011 Infiniti G37 Sedan Sport 6MT,Manual transmission
2270,2009 BMW 750i Sedan,Automatic transmission
